19910206,j582,kmart,37352,uncoated,coated,northus,1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,noband
19910206,x141,tvguide,25507,uncoated,uncoated,?,1911,45,44,0.267,14.1,78,0.625,22,7.6,1510,54.3,noband
19910206,x818,tvguide,25507,uncoated,uncoated,?,1910,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,noband
19910208,v376,woolwrth,37080,coated,coated,?,1911,40,47,0.333,17,78,0.75,35,0,2400,58.8,band
19910211,m254,abbypress,27490,coated,coated,?,1911,30,42,0.2,15.4,64,0.875,?,0,1425,63,noband
19910215,r5,target,35811,coated,coated,canadian,1910,45,38,?,15,80,0.625,30,7,1600,58.1,band
19910113,j33,belks,35334,uncoated,uncoated,?,1911,40,43,0.267,16,96,1,28,0,1500,58.8,noband
19910213,j43,belks,35334,uncoated,uncoated,northus,1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,noband
19910212,i357,sears,37869,uncoated,coated,northus,1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,noband
19910212,i353,sears,37869,uncoated,coated,northus,1910,35,44,0.3,16,80,1,32,7,1400,58.1,noband
19910211,m254,abbypress,27490,coated,coated,northus,1911,30,42,0.2,15.4,64,0.875,?,0,1425,61.7,noband
19910214,x291,roses,35752,coated,coated,canadian,1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,noband
19910214,x129,roses,35752,coated,coated,canadian,1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,noband
19910214,x297,jcpenny,35794,uncoated,coated,northus,1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,noband
19910214,x146,jcpenny,35794,uncoated,coated,northus,1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,noband
19910213,x129,roses,35752,coated,coated,?,1910,50,43,0.3,17,87,0.8125,35,0,2300,58.8,noband
19910215,e303,cenpurch,37441,coated,coated,canadian,1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,noband
19910215,e68,cenpurch,37441,coated,coated,canadian,1911,25,38,0.233,14,70,0.625,25,0,1600,58.8,noband
19910221,j42,kmart,37354,uncoated,uncoated,scandanavian,1911,40,46,0.333,15.9,78,0.5,34,2.4,2000,61,noband
19910223,x53,belk,35335,uncoated,uncoated,northus,1911,45,41,0.333,17,78,0.75,16,14.1,1100,50.5,band
19910223,x821,belk,37335,uncoated,uncoated,northus,1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,band
19910220,x118,toysrus,35870,coated,coated,canadian,1910,40,46,0.2,15,68,0.75,28,0,1700,58.8,noband
19910220,x826,toysrus,35870,coated,coated,canadian,1911,40,46,0.267,16.5,68,0.875,25,0,1700,58.8,noband
19910216,r23,target,35811,coated,coated,canadian,1911,40,35,0.233,18,85,0.625,30,0,2000,62.5,noband
19910213,x291,roses,35752,coated,coated,canadian,1910,50,43,0.2,17,84,?,35,0,2300,55.6,noband
19910215,i354,sears,37869,uncoated,coated,northus,1911,35,38,0.4,12,62,0.75,46,4.7,1400,58.8,noband
19910215,i358,sears,37869,uncoated,coated,northus,1911,35,38,0.433,16,70,0.75,50,0,1400,62.5,noband
19910220,x760,tvguide,25509,uncoated,uncoated,northus,1911,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,band
19910304,e26,kmart,37386,uncoated,uncoated,southus,1910,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,band
19910303,e84,kmart,37386,uncoated,uncoated,southus,?,40,47,0.35,14.43,76,0.75,16,7.2,2000,51.5,band
19910301,e69,kmart,37386,uncoated,uncoated,southus,1910,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,noband
19910301,e77,kmart,37386,uncoated,uncoated,southus,1910,40,39,0.2,15,79,0.75,20,11.8,2000,49,noband
19910309,e83,kmart,37386,uncoated,uncoated,southus,1911,?,43,0.267,14.2,68,0.75,18,0,2000,62.5,band
19910306,e67,kmart,37386,uncoated,uncoated,southus,1910,?,48,0.233,14,80,0.75,30,0,2000,62.5,band
19910311,e83,kmart,27386,uncoated,uncoated,southus,1911,?,40,0.267,16.4,72,1,26,0,2000,62.5,band
19910311,x791,kmart,37386,uncoated,uncoated,southus,1911,40,40,0.35,18.5,85,0.5625,30,0,1900,62.5,band
19910227,e90,kmart,37254,uncoated,coated,?,1911,42.5,41,0.3,14,70,0.625,20,2.3,1750,57.5,noband
19910302,x271,eckerd,35457,coated,coated,canadian,1910,35,39,0.2,16.2,84,1,30,0,2100,62.5,noband
19910307,f308,modmat,47202,coated,uncoated,northus,1910,35,45,0.3,14.1,65,1,?,0,1500,59.5,noband
19910308,t281,modmat,47202,uncoated,uncoated,northus,1910,50,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,noband
19910307,f067,modmat,47202,uncoated,uncoated,northus,1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,noband
19910310,x405,ames,37163,coated,coated,canadian,1910,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,noband
19910227,e91,kmart,37354,uncoated,coated,?,1911,42.5,41,0.2,14,80,0.625,20,7.4,1750,53.2,noband
19910307,f615,modmat,47202,uncoated,uncoated,northus,1910,52.5,45,0.2,15.3,72,0.75,?,12.4,1600,51.5,noband
19910307,f510,modmat,47202,coated,uncoated,northus,1910,35,45,0.2,15.2,63,1,?,0,1500,59.5,noband
19910307,f670,modmat,47202,uncoated,uncoated,northus,1910,52.5,45,0.233,16,68,0.75,?,0,1600,58.8,noband
19910317,e310,kmart,37355,uncoated,coated,?,1910,49,43,0.35,14.5,74,0.75,23,9.1,1900,56.8,band
19910314,f670,modmat,47202,uncoated,uncoated,northus,1910,52.5,37,0.233,14,73,0.75,?,9.6,1600,53.2,noband
19910309,m402,modmat,47202,uncoated,uncoated,northus,1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,noband
19910316,x18,kmart,37355,uncoated,coated,scandanavian,1910,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,noband
19910314,f615,modmat,47202,uncoated,uncoated,northus,?,52.5,37,0.2,15,66,0.75,?,13.3,1600,55.6,noband
19910318,f310,kmart,37355,uncoated,coated,?,1910,40,43,0.35,16.5,72,0.625,20,9.1,2000,56.8,noband
19910318,f72,kmart,37355,uncoated,coated,?,1910,40,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,noband
19910319,x308,roses,35753,coated,coated,canadian,1910,40,43,0.267,16,80,0.5625,30,5.6,1900,55.6,noband
19910319,x720,tvguide,25513,uncoated,uncoated,northus,1911,45,45,?,14.7,75,0.625,30,15,1734,50,band
19910322,g404,jcp,38051,uncoated,coated,?,?,60,49,0.333,14.9,77,0.75,27,0,1650,58.8,noband
19910325,x798,tvguide,25514,uncoated,uncoated,?,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,band
19910320,x160,tvguide,25513,uncoated,uncoated,?,1911,45,45,?,15.1,75,0.625,20,15,1750,50,noband
19910322,g416,jcp,38051,uncoated,coated,?,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,noband
19910323,x350,kmart,37355,coated,coated,?,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,noband
19910323,x264,kmart,37355,coated,coated,?,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,noband
19910402,x838,tvguide,25515,uncoated,uncoated,northus,1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,band
19910404,x89,woolworth,37081,coated,coated,canadian,1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,band
19910330,x102,belk,35534,uncoated,uncoated,northus,1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,noband
19910330,x830,belk,35534,uncoated,uncoated,northus,1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,noband
19910405,x118,roses,35754,coated,coated,canadian,1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,noband
19910405,x35,roses,35754,coated,coated,canadian,1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,noband
19910327,x390,colortile,37572,coated,coated,canadian,1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,noband
19910327,x754,colortile,37572,coated,coated,canadian,1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,noband
