19910206,j582,kmart,37352,uncoated,coated,northus,1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,noband
19910206,x141,tvguide,25507,uncoated,uncoated,?,1911,45,44,0.267,14.1,78,0.625,22,7.6,1510,54.3,noband
19910206,x818,tvguide,25507,uncoated,uncoated,?,1910,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,noband
19910208,v376,woolwrth,37080,coated,coated,?,1911,40,47,0.333,17,78,0.75,35,0,2400,58.8,band
19910211,m254,abbypress,27490,coated,coated,?,1911,30,42,0.2,15.4,64,0.875,?,0,1425,63,noband
19910215,r5,target,35811,coated,coated,canadian,1910,45,38,?,15,80,0.625,30,7,1600,58.1,band
19910113,j33,belks,35334,uncoated,uncoated,?,1911,40,43,0.267,16,96,1,28,0,1500,58.8,noband
19910213,j43,belks,35334,uncoated,uncoated,northus,1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,noband
19910212,i357,sears,37869,uncoated,coated,northus,1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,noband
19910212,i353,sears,37869,uncoated,coated,northus,1910,35,44,0.3,16,80,1,32,7,1400,58.1,noband
19910211,m254,abbypress,27490,coated,coated,northus,1911,30,42,0.2,15.4,64,0.875,?,0,1425,61.7,noband
19910214,x291,roses,35752,coated,coated,canadian,1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,noband
19910214,x129,roses,35752,coated,coated,canadian,1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,noband
19910214,x297,jcpenny,35794,uncoated,coated,northus,1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,noband
19910214,x146,jcpenny,35794,uncoated,coated,northus,1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,noband
19910213,x129,roses,35752,coated,coated,?,1910,50,43,0.3,17,87,0.8125,35,0,2300,58.8,noband
19910215,e303,cenpurch,37441,coated,coated,canadian,1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,noband
19910215,e68,cenpurch,37441,coated,coated,canadian,1911,25,38,0.233,14,70,0.625,25,0,1600,58.8,noband
19910221,j42,kmart,37354,uncoated,uncoated,scandanavian,1911,40,46,0.333,15.9,78,0.5,34,2.4,2000,61,noband
19910223,x53,belk,35335,uncoated,uncoated,northus,1911,45,41,0.333,17,78,0.75,16,14.1,1100,50.5,band
19910223,x821,belk,37335,uncoated,uncoated,northus,1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,band
19910220,x118,toysrus,35870,coated,coated,canadian,1910,40,46,0.2,15,68,0.75,28,0,1700,58.8,noband
19910220,x826,toysrus,35870,coated,coated,canadian,1911,40,46,0.267,16.5,68,0.875,25,0,1700,58.8,noband
19910216,r23,target,35811,coated,coated,canadian,1911,40,35,0.233,18,85,0.625,30,0,2000,62.5,noband
19910213,x291,roses,35752,coated,coated,canadian,1910,50,43,0.2,17,84,?,35,0,2300,55.6,noband
19910215,i354,sears,37869,uncoated,coated,northus,1911,35,38,0.4,12,62,0.75,46,4.7,1400,58.8,noband
19910215,i358,sears,37869,uncoated,coated,northus,1911,35,38,0.433,16,70,0.75,50,0,1400,62.5,noband
19910220,x760,tvguide,25509,uncoated,uncoated,northus,1911,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,band
19910304,e26,kmart,37386,uncoated,uncoated,southus,1910,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,band
19910303,e84,kmart,37386,uncoated,uncoated,southus,?,40,47,0.35,14.43,76,0.75,16,7.2,2000,51.5,band
19910301,e69,kmart,37386,uncoated,uncoated,southus,1910,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,noband
19910301,e77,kmart,37386,uncoated,uncoated,southus,1910,40,39,0.2,15,79,0.75,20,11.8,2000,49,noband
19910309,e83,kmart,37386,uncoated,uncoated,southus,1911,?,43,0.267,14.2,68,0.75,18,0,2000,62.5,band
19910306,e67,kmart,37386,uncoated,uncoated,southus,1910,?,48,0.233,14,80,0.75,30,0,2000,62.5,band
19910311,e83,kmart,27386,uncoated,uncoated,southus,1911,?,40,0.267,16.4,72,1,26,0,2000,62.5,band
19910311,x791,kmart,37386,uncoated,uncoated,southus,1911,40,40,0.35,18.5,85,0.5625,30,0,1900,62.5,band
19910227,e90,kmart,37254,uncoated,coated,?,1911,42.5,41,0.3,14,70,0.625,20,2.3,1750,57.5,noband
19910302,x271,eckerd,35457,coated,coated,canadian,1910,35,39,0.2,16.2,84,1,30,0,2100,62.5,noband
19910307,f308,modmat,47202,coated,uncoated,northus,1910,35,45,0.3,14.1,65,1,?,0,1500,59.5,noband
19910308,t281,modmat,47202,uncoated,uncoated,northus,1910,50,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,noband
19910307,f067,modmat,47202,uncoated,uncoated,northus,1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,noband
19910310,x405,ames,37163,coated,coated,canadian,1910,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,noband
19910227,e91,kmart,37354,uncoated,coated,?,1911,42.5,41,0.2,14,80,0.625,20,7.4,1750,53.2,noband
19910307,f615,modmat,47202,uncoated,uncoated,northus,1910,52.5,45,0.2,15.3,72,0.75,?,12.4,1600,51.5,noband
19910307,f510,modmat,47202,coated,uncoated,northus,1910,35,45,0.2,15.2,63,1,?,0,1500,59.5,noband
19910307,f670,modmat,47202,uncoated,uncoated,northus,1910,52.5,45,0.233,16,68,0.75,?,0,1600,58.8,noband
19910317,e310,kmart,37355,uncoated,coated,?,1910,49,43,0.35,14.5,74,0.75,23,9.1,1900,56.8,band
19910314,f670,modmat,47202,uncoated,uncoated,northus,1910,52.5,37,0.233,14,73,0.75,?,9.6,1600,53.2,noband
19910309,m402,modmat,47202,uncoated,uncoated,northus,1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,noband
19910316,x18,kmart,37355,uncoated,coated,scandanavian,1910,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,noband
19910314,f615,modmat,47202,uncoated,uncoated,northus,?,52.5,37,0.2,15,66,0.75,?,13.3,1600,55.6,noband
19910318,f310,kmart,37355,uncoated,coated,?,1910,40,43,0.35,16.5,72,0.625,20,9.1,2000,56.8,noband
19910318,f72,kmart,37355,uncoated,coated,?,1910,40,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,noband
19910319,x308,roses,35753,coated,coated,canadian,1910,40,43,0.267,16,80,0.5625,30,5.6,1900,55.6,noband
19910319,x720,tvguide,25513,uncoated,uncoated,northus,1911,45,45,?,14.7,75,0.625,30,15,1734,50,band
19910322,g404,jcp,38051,uncoated,coated,?,?,60,49,0.333,14.9,77,0.75,27,0,1650,58.8,noband
19910325,x798,tvguide,25514,uncoated,uncoated,?,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,band
19910320,x160,tvguide,25513,uncoated,uncoated,?,1911,45,45,?,15.1,75,0.625,20,15,1750,50,noband
19910322,g416,jcp,38051,uncoated,coated,?,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,noband
19910323,x350,kmart,37355,coated,coated,?,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,noband
19910323,x264,kmart,37355,coated,coated,?,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,noband
19910402,x838,tvguide,25515,uncoated,uncoated,northus,1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,band
19910404,x89,woolworth,37081,coated,coated,canadian,1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,band
19910330,x102,belk,35534,uncoated,uncoated,northus,1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,noband
19910330,x830,belk,35534,uncoated,uncoated,northus,1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,noband
19910405,x118,roses,35754,coated,coated,canadian,1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,noband
19910405,x35,roses,35754,coated,coated,canadian,1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,noband
19910327,x390,colortile,37572,coated,coated,canadian,1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,noband
19910327,x754,colortile,37572,coated,coated,canadian,1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,noband
19910402,o2,target,35814,uncoated,coated,canadian,1911,35,43,0.233,14,75,1.25,20,7.6,?,54.3,noband
19910402,3,target,35814,uncoated,coated,canadian,1911,37.5,43,0.233,14,80,1.25,20,6.25,?,52.1,noband
19910406,f103,bestprod,37822,uncoated,coated,northus,1910,40,44,0.2,15,68,0.75,?,0,1750,58.8,noband
19910406,s180,bestprod,37822,uncoated,coated,northus,1910,40,44,0.233,15.5,68,0.75,?,5.6,1750,55.6,noband
19910511,o8,target,35816,coated,coated,canadian,1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,band
19910501,g608,eckerd,35458,coated,coated,canadian,1910,40,60,0.233,15,78,1,28,0,2380,60,band
19910502,f416,modmat,47203,coated,coated,northus,1910,55,55,0.3,16.3,100,1,?,0,1650,58.8,band
19910502,r14,target,35816,coated,coated,canadian,1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,band
19910503,r14,target,35816,coated,coated,canadian,1910,40,52,?,16,86,0.75,26,9.6,1975,53.2,band
19910503,x249,guideposts,23055,uncoated,cover,?,1910,42.5,52,0.4,13.9,76,0.625,25,0,1800,50,band
19910507,x817,tvguide,25520,uncoated,uncoated,canadian,1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,band
19910508,x746,tvguide,25520,uncoated,uncoated,northus,1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,band
19910517,x195,toysrus,35982,coated,coated,canadian,1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,noband
19910517,x405,toysrus,35872,coated,coated,canadian,1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,noband
19910505,m337,modmat,47203,uncoated,uncoated,northus,1910,50,52,0.3,17,69,0.75,?,0,1700,58.8,noband
19910507,t32,modmat,47203,uncoated,uncoated,northus,1910,50,55,0.233,13.34,74,0.625,?,4.8,1635,59.5,noband
19910507,m410,modmat,47203,uncoated,uncoated,northus,1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,noband
19910505,e510,modmat,47203,uncoated,uncoated,northus,1910,50,52,0.267,15.6,71,0.75,?,20.6,1700,46.7,noband
19910409,g108,ames,37168,coated,coated,canadian,1911,30,63,0.3,13,94,1,29,0,1800,56.2,band
19910415,g145,wards,37333,coated,coated,canadian,1911,50,60,0.267,13.6,86,1.125,28,0,1500,64.1,band
19910416,x356,tvguide,25517,uncoated,uncoated,northus,1911,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,band
19910426,g95,wards,37333,coated,coated,canadian,1910,35,56,0.3,15.3,80,0.75,20,0,1900,76.9,band
19910426,x802,hanhouse,37994,uncoated,uncoated,northus,1911,55,56,0.233,15,84,0.625,25,16.7,1850,52.1,band
19910422,x779,tvguide,25513,uncoated,uncoated,northus,1910,55,49,0.2,15,78,0.625,20,17.1,1900,47.6,band
19910426,t380,modmat,47203,uncoated,uncoated,northus,1910,50,50,0.2,15.7,90,0.75,50,0,1420,62.5,noband
19910426,f146,modmat,47203,uncoated,uncoated,northus,1910,50,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,noband
19910428,x9,toysrus,35871,coated,coated,canadian,1911,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,noband
19910428,x21,toysrus,35871,coated,coated,canadian,1911,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,noband
19910419,x220,ames,37169,coated,coated,canadian,1911,40,50,0.2,16,68,0.8125,30,0,2400,58.8,noband
19910419,x147,ames,47169,coated,coated,canadian,1911,40,50,0.233,16,70,0.5625,30,0,2400,58.8,noband
19910415,e92,kmart,32360,uncoated,coated,?,1910,?,59,0.233,14.2,80,1,20,5.6,?,55.6,noband
19910415,e85,kmart,32360,uncoated,coated,?,1911,37.5,59,0.233,16,75,0.75,20,4.3,?,54.3,noband
19910409,f685,bestprod,37822,uncoated,coated,northus,1911,40,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,noband
19910409,f569,bestprod,37822,uncoated,cover,northus,1911,40,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,noband
19910426,x139,hanhouse,37994,uncoated,uncoated,northus,1911,55,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,noband
19910430,x12,tvguide,25519,uncoated,uncoated,northus,1910,52,64,0.4,15.5,82,0.625,30,0,1800,71.4,band
19910423,g518,eckerd,35458,coated,coated,canadian,1910,40,56,0.233,16.5,79,0.5,28,0,2300,60.2,band
19910605,x116,eckerd,35460,coated,coated,canadian,1910,45,54,0.333,15.5,76,0.8125,30,5.6,2250,55.6,noband
19910604,x818,kmart,37365,uncoated,coated,scandanavian,1910,47.5,68,0.4,16,80,0.75,30,0,2250,58.8,noband
19910604,x346,kmart,37365,uncoated,coated,scandanavian,1910,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,noband
19910605,x103,eckerd,35460,coated,coated,canadian,1910,45,54,0.367,15.5,74,0.5625,40,10.5,2250,52.6,noband
19910603,e74,kmart,37365,uncoated,coated,canadian,1911,37.5,70,0.333,14.9,64,0.75,28,3.4,1500,57.5,noband
19910603,e86,kmart,37365,uncoated,coated,canadian,1911,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,noband
19910529,x396,wards,37338,coated,coated,canadian,1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,noband
19910524,x155,roses,37758,coated,coated,canadian,1910,40,62,0.3,16,84,0.9375,28,0,2200,58.8,noband
19910524,x29,roses,35758,coated,coated,canadian,1910,40,62,0.267,16,84,0.9375,32,0,2200,58.8,noband
19910430,g518,eckerd,35458,coated,coated,canadian,1910,40,64,0.2,15.5,85,1,26,0,2400,58.8,noband
19910430,g608,eckerd,35458,coated,coated,canadian,1910,40,64,0.233,15,82,0.75,31,0,2400,60,noband
19910531,m337,modmat,47203,uncoated,uncoated,northus,1910,50,69,0.367,17,82,0.75,50,0,1700,62.5,band
19910529,x381,wards,37338,coated,coated,canadian,1911,50,60,0.4,16,76,0.5625,28,5.6,1600,55.6,noband
19910524,j582,hills,37915,coated,coated,?,1910,50,62,0.4,15.4,98,0.75,25,10.6,1750,48.1,noband
19910524,j62,hills,37915,coated,coated,?,1911,50,62,0.4,14.9,96,0.75,26,11,1950,50,noband
19910528,f510,modmat,47203,uncoated,uncoated,northus,1910,50,68,0.367,13.4,70,?,?,20.4,1700,46.3,band
19910604,y216,kmart,37305,uncoated,coated,scandanavian,1911,35,68,0.4,15.1,90,0.875,30,6,1500,59.5,band
19910610,g089,wards,37501,coated,coated,?,1910,?,56,0.3,16.02,84,0.25,30,5.3,2244,52.6,noband
19910610,g572,wards,37501,coated,coated,?,?,32.5,56,0.367,15.03,79,0.3125,28,5.3,2244,52.6,noband
19910611,x390,ames,37177,coated,coated,canadian,1910,40,56,0.3,17,82,0.75,30,0,2550,52.6,noband
19910611,x831,wards,37177,coated,coated,canadian,1910,30,56,0.283,17,72,0.75,30,0,2550,52.6,noband
19910614,g78,wards,37501,coated,coated,canadian,1910,30,69,0.3,16,98,0.75,35,0,2050,62.5,noband
19910614,x158,roses,35759,coated,coated,canadian,1910,45,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,noband
19910614,x804,roses,37579,coated,coated,canadian,1910,45,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,noband
19910614,g69,wards,37501,coated,coated,canadian,1910,32.5,69,0.2,15.5,94,0.75,30,0.5,2050,52.6,noband
19910627,x820,wards,37502,coated,coated,canadian,1910,?,66,0.2,15,82,0.8125,30,7,1900,58.1,band
19910626,i343,massey,37938,uncoated,uncoated,northus,1910,45,65,0.3,16.3,78,0.75,32,3.4,1700,56.8,band
19910622,r2,sheplers,35528,uncoated,uncoated,northus,1910,40,68,0.3,14,88,0.75,32,0,1742,60,band
19910619,x760,wards,37199,uncoated,coated,canadian,1910,40,64,0.2,16.5,82,0.5625,30,2.3,1900,57.5,band
19910618,i383,childcraft,37003,uncoated,cover,northus,1910,40,65,0.267,16.2,79,0.625,30,0,1500,62.5,band
19910617,t176,hanoverhouse,37990,uncoated,uncoated,northus,1910,50,66,0.233,16,87,1,?,11.1,1530,55.6,band
19910609,y255,kmart,37365,uncoated,coated,northus,1911,35,62,0.4,14.5,94,1,35,0,1900,63.3,band
19910609,x253,eckerd,35460,coated,coated,canadian,1910,40,62,?,16,80,0.8125,40,0,2250,62.5,band
19910607,aa11,kmart,37365,uncoated,coated,northus,1910,42.5,58,0.4,15,76,1,20,5.4,2000,54.3,band
19910707,m362,modmat,47204,coated,coated,northus,1910,50,64,0.233,18,64,1,?,0,1300,62.5,band
19910707,f26,modmat,47204,coated,coated,?,1910,50,64,0.2,16,86,0.75,?,0,1300,58.8,band
19910629,i820,massey,37938,uncoated,uncoated,canadian,1910,60,66,0.2,14.5,85,0.25,?,0,?,62.2,band
19910706,x367,wards,37505,coated,coated,canadian,1910,40,64,0.233,15.4,88,0.5625,24,4.4,1835,55.5,noband
19910706,x793,wards,37505,coated,coated,canadian,1910,40,64,0.2,16,76,0.8125,23,4.8,1835,59.5,noband
19900514,f679,modmat,47103,uncoated,uncoated,northus,1910,47.5,63,0.3,16.4,84,0.5,27,20.7,1800,41.3,band
19900509,f242,modmat,47103,uncoated,uncoated,northus,1910,50,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,band
19900511,m260,modmat,47103,uncoated,uncoated,northus,1910,50,48,0.233,13,80,1,?,18.9,1700,47.2,band
19900518,i331,austads,34402,uncoated,uncoated,northus,1911,52,54,0.5,16,82,0.875,22,15.8,900,49.5,band
19900414,o21,target,34545,coated,coated,canadian,1910,40,41,0.233,14,79,0.75,20,0,1530,61.7,noband
19900418,j68,wards,36053,coated,coated,canadian,1910,45,42,0.233,15,76,0.75,30,0,2220,58.8,noband
19900418,j42,wards,36053,coated,coated,canadian,1910,45,42,0.233,16,84,0.625,28,0,2220,54.3,noband
19900606,f331,natlwildlife,36859,uncoated,uncoated,northus,1911,55,54,0.267,15,70,0.625,60,3.4,1600,56.8,noband
19900606,f571,natlwildlife,36859,uncoated,cover,northus,1911,57.5,54,0.267,15.5,80,0.625,55,0,1600,62.5,noband
19900507,m93,modmat,47103,coated,coated,northus,1910,40,54,0.233,15.59,89,1,?,1.2,1700,58.1,noband
19900409,g467,eckerd,34683,coated,coated,northus,1910,40,38,0.3,16,92,0.625,25,1.1,1900,53.8,noband
19900524,f227,jamesway,36648,uncoated,coated,canadian,1911,50,60,0.3,14,75,0.625,33,0,2000,65.2,band
19900425,g496,burdines,34664,uncoated,uncoated,northus,1910,45,49,0.2,16,72,0.375,38,15,1650,50,band
19900418,f329,exxon,36858,uncoated,uncoated,northus,1910,60,43,0.367,15,94,1,?,9.5,1500,52.6,band
19900409,x203,tvguide,25416,uncoated,uncoated,northus,1911,47.5,41,0.333,18,74,0.5,30,17.7,1900,44.2,band
19900417,t313,exxon,36858,uncoated,uncoated,northus,1910,47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,band
19900606,r4,target,34546,coated,coated,canadian,1911,37.5,54,0.3,14.5,80,1,20,10.9,2400,54.3,noband
19900606,r15,target,34546,coated,coated,canadian,1911,52.5,54,0.267,14.6,82,?,32,10.5,2400,52.6,noband
19900517,x400,wards,36054,coated,coated,canadian,1910,45,55,0.3,15,75,0.75,25,0,2300,59.8,noband
19900426,o6,target,34545,uncoated,coated,canadian,1910,40,48,0.3,15,82,1,35,0,1720,59.3,noband
19900426,o14,target,34545,uncoated,coated,canadian,1910,40,48,0.333,15,75,1,30,0,1720,61.7,noband
19900505,t244,modmat,47103,uncoated,uncoated,northus,1910,50,52,0.2,14,80,0.75,60,4.4,1700,54.9,band
19900507,m260,modmat,47103,uncoated,uncoated,northus,1910,55,54,0.233,13.23,79,1,?,18.9,1700,47.2,noband
19900507,t383,modmat,47103,coated,coated,northus,1910,40,54,0.267,14.42,87,1,?,4.5,1700,56.2,noband
19900507,t78,modmat,47103,uncoated,uncoated,northus,1910,72.5,54,0.2,14.5,82,0.75,50,2.2,1900,56.7,noband
19900507,m4,modmat,47103,uncoated,uncoated,northus,1910,47.5,54,0.2,16.08,69,1,?,3.3,1700,55.5,noband
19900510,f672,modmat,47103,uncoated,uncoated,northus,1910,60,50,0.3,15,72,0.75,30,15.9,1700,44.2,band
19900517,x776,toysrus,34752,coated,coated,canadian,1910,50,48,0.333,15.8,70,?,30,0,1900,58.8,noband
19900517,x713,toysrus,34752,coated,coated,northus,1910,50,48,0.233,15.5,68,0.8125,30,0,1900,57.4,noband
19900507,m432,homeshopping,36928,coated,coated,canadian,1910,40,54,0.233,15,80,0.75,28,0,1800,58.8,noband
19900507,m257,homeshopping,36928,coated,coated,canadian,1910,40,54,0.3,15,88,0.75,28,0,1800,58.8,noband
19900606,x138,tvguide,25424,uncoated,uncoated,northus,1911,40,54,0.333,14.1,80,?,20,24.8,1850,41.3,noband
19900603,f670,ntlwildlife,36859,uncoated,cover,northus,?,50,65,?,17,100,0.625,52,5.6,1650,55.5,band
19900617,x787,hanoverhouse,34093,uncoated,cover,northus,1910,52.5,62,0.433,14.5,95,0.75,20,0,1950,58.8,band
19900602,f590,natlwildlife,36859,uncoated,uncoated,northus,1910,50,56,0.2,14.3,105,0.75,70,0,1600,55.5,band
19900608,f19,jamesway,36649,coated,coated,scandanavian,1911,47.5,62,0.333,15,84,?,?,5.6,?,56.2,noband
19900608,f89,jamesway,36649,coated,coated,scandanavian,1911,47.5,62,?,15,80,?,?,5.6,?,56.2,noband
19900615,r17,target,34547,coated,coated,canadian,1910,30,58,0.433,15.9,81,0.625,30,0,2150,62.5,noband
19900615,r29,target,34547,coated,coated,canadian,1910,30,58,0.333,16.3,78,0.625,30,0,2150,58.8,noband
19900612,x423,wards,36894,coated,coated,canadian,1910,30,51,0.3,16,70,0.8125,20,0,2250,58.8,noband
19900612,x414,wards,36894,coated,coated,canadian,1910,30,51,0.333,16,76,0.875,25,19.1,2250,42.7,noband
19900615,x84,wards,36057,coated,coated,canadian,1910,30,58,0.467,15,98,0.75,30,0,2300,58.8,noband
19900615,x96,wards,36057,coated,coated,canadian,1910,30,58,0.467,15,96,0.75,30,0,2300,58.8,noband
19900606,g407,childworld,36024,coated,uncoated,canadian,1910,52.5,54,0.433,16.3,90,0.75,38,0,1800,62.5,noband
19900606,g150,childworld,36024,coated,uncoated,canadian,1910,55.5,54,0.233,15,82,0.75,38,0,1800,58.8,noband
19900606,x777,tvguide,25424,uncoated,uncoated,northus,?,40,54,?,14.6,85,?,20,21.7,1850,43.5,noband
19900614,b6,downs,34397,uncoated,uncoated,mideuropean,1910,50,53,0.3,16,65,0.75,?,15.8,1300,49.5,noband
19900614,f85,downs,34397,uncoated,uncoated,mideuropean,1910,50,53,0.3,16.5,90,0.75,?,11.3,1300,51.5,noband
19900621,i301,global,36846,uncoated,cover,northus,1910,50,59,0.367,13,92,0.625,49,0,1300,58.8,band
19900622,f135,casualliving,38025,uncoated,uncoated,northus,1910,57.5,55,0.333,14,86,0.75,30,13,1700,50,noband
19900622,t178,casualliving,38025,uncoated,uncoated,northus,1910,55,55,0.3,13,86,0.75,28,13.7,1700,49,noband
19900611,f257,campingworld,36874,coated,coated,canadian,?,?,60,?,15.5,80,?,30,13,1750,54.3,noband
19900611,f170,campingworld,37874,coated,coated,canadian,?,?,60,?,15,78,0.625,34,15,1750,50,noband
19900622,f77,childcraft,36911,uncoated,cover,northus,1910,50,59,0.4,15,90,0.75,?,0,1500,58.8,band
19900626,x95,tvguide,25427,uncoated,uncoated,northus,1910,55,49,0.233,15.6,80,1,30,35.8,1950,41.7,band
19900625,m254,oldvillageshop,34092,uncoated,uncoated,?,1910,65,49,0.333,13.5,82,0.625,30,0,1350,68.2,band
19900622,i347,globalequp,36846,uncoated,uncoated,northus,1910,65,65,0.4,14,100,0.75,40,7,1200,58.1,band
19900625,x116,wards,36058,coated,coated,canadian,1911,50,58,0.3,16,?,0.875,24,0,2200,58.8,noband
